id,prop
7497,4.708769231
16166,4.634974235
5674,4.082666011
613825,3.96854987
26310,3.723563046
26117,3.696348902
11716,3.679538327
18724,3.63398392
1614248,3.580761377
1474172,3.5782365
25648,3.35813337
47016,3.198260642
1440386,3.136734489
22302,3.128481285
3167,3.055280529
1728593,3.034178405
1277969,3.031585755
40051,2.985088939
1728590,2.829896798
1450615,2.741480132
1391816,2.657141852
1410179,2.629407662
13499,2.605599394
1344945,2.593462326
1718194,2.579560057
1277988,2.567680707
21593,2.563730373
16414,2.559355573
3653,2.497784257
1718227,2.456119628
1250800,2.439708322
1709322,2.417756619
1722818,2.413331888
1714680,2.408935424
1369810,2.402437875
1288727,2.390746578
1718217,2.357411944
1718124,2.353490648
1714643,2.35138668
1714681,2.340744799
1406253,2.331087585
1718222,2.330887991
1410886,2.329790827
1473040,2.313391721
22507,2.308574083
1384067,2.304801031
1714694,2.299415751
1722823,2.298912078
1714683,2.290689119
1714689,2.284306694
1485870,2.279815305
1714682,2.276307052
1714666,2.267028387
1718221,2.256828328
1714692,2.255757069
1714660,2.254290759
1413367,2.239991314
1714574,2.239472755
1392937,2.238775849
1714686,2.235072726
1714691,2.235011138
1710689,2.218540111
1729255,2.209159037
1744141,2.20257943
1371891,2.155815484
42219,2.132143874
1709361,2.126787093
4837,2.126105657
1365889,2.116471898
1706691,2.077621874
1402500,2.075486913
10545,2.049874505
1404408,2.049296913
31809,2.030269867
1389792,2.023855945
1706615,2.023818059
1722825,2.020500519
1346557,2.012596837
1443657,2.005779983
1348546,2.000142524
1402655,1.982508249
1723485,1.97347732
1723484,1.947610991
1723507,1.94437421
1731388,1.892942493
1101398,1.885569818
5981,1.874801243
1733619,1.873748911
1373636,1.854121587
1343363,1.844966886
1439711,1.844473208
1280780,1.83378751
1551096,1.833663572
1201756,1.814784048
1723486,1.812122956
1630585,1.778277052
1731429,1.767784099
16871,1.767175248
1737790,1.754891245
1723500,1.750902493
4794,1.745723505
11051,1.743230514
1346195,1.737087318
1388089,1.725713954
1555164,1.716856962
1723515,1.709734837
1551329,1.70633815
1343988,1.705566286
1722877,1.703695326
1551323,1.690728736
2477,1.684031798
1344058,1.683893937
1375497,1.677608259
1747711,1.676011579
1731367,1.651858843
16575,1.64598807
1054640,1.642558038
1735966,1.636240099
5488,1.629037066
22862,1.628410649
1481681,1.626187531
1803,1.623733521
1345953,1.618991106
1556509,1.615022175
1234142,1.611977858
24982,1.606789523
1375859,1.601102685
1049787,1.59037214
1551339,1.590110319
1723372,1.587961172
1556499,1.585398899
1739877,1.57687874
5342,1.569540827
2388,1.568927713
11995,1.5654306
1377417,1.562658474
1414071,1.559939348
1740952,1.556691489
1802,1.547759938
711442,1.547346953
1753070,1.539291767
1739892,1.530123704
1101381,1.521938736
1551326,1.519562953
1550413,1.518876225
16527,1.518463934
4457,1.514307304
1739895,1.511675843
1101382,1.508568997
1551124,1.502723017
1551334,1.499963754
1442705,1.483364841
1744135,1.483350088
1054643,1.48095239
1739834,1.478212768
1630630,1.476687802
1346232,1.464834772
1630597,1.453588384
1551256,1.452410345
1708252,1.451254338
16458,1.4508306
20396,1.448614391
1440896,1.444150105
1805,1.43922725
654207,1.436286625
24112,1.431342708
1347812,1.430334764
1630584,1.424828267
1375057,1.421100629
1731418,1.419957271
1443534,1.41820012
1346731,1.418028851
1382175,1.415899377
1346768,1.414949087
1280689,1.412863594
1434963,1.408019197
1366988,1.401616395
16454,1.396199473
1481046,1.394342515
1752944,1.390544861
1274024,1.386336452
1481104,1.38474811
646236,1.383695687
1804,1.382855151
1728961,1.382032078
1742255,1.37966483
1728955,1.376131558
1630575,1.375587914
1344934,1.361783152
1731335,1.359425383
1338413,1.354704018
1063536,1.35150683
12890,1.343731368
1616,1.337935804
14849,1.336064766
1732298,1.335815054
1364365,1.331516258
1738497,1.328458268
6137,1.327034097
1883,1.326646483
1387641,1.326584183
1472782,1.322887731
1473028,1.322230371
1473613,1.322141087
1447726,1.31798226
1283312,1.317818245
1752995,1.317694304
1440771,1.313823222
1283353,1.311238265
1742253,1.310242926
1443623,1.300033936
1731416,1.300009564
24502,1.296296969
1728947,1.294681045
94380,1.288559135
1480856,1.285168022
1348436,1.284038065
1752998,1.283599953
1441049,1.283434053
1438265,1.283058304
1362536,1.279856367
1368838,1.279172265
1501292,1.278072369
1370168,1.273426613
1103516,1.270330373
1243419,1.268041477
1109832,1.262288575
31052,1.25900879
1635688,1.256329737
1439695,1.254977202
1108051,1.250414182
1546355,1.248869733
1373004,1.247540859
1732919,1.246775763
1739839,1.238851986
1744678,1.238744921
1280674,1.238374735
1546333,1.23820165
1445623,1.236406772
1742268,1.23450437
27098,1.232040719
1363398,1.23093163
1440819,1.227629763
1365711,1.223541089
1368634,1.222737454
1517863,1.221986643
1718,1.221146869
5117,1.218744455
6278,1.216462172
1343659,1.215871212
1053847,1.211322842
1283328,1.210960233
1374129,1.208915242
1366681,1.208735848
1038781,1.207479514
1367754,1.207441507
1387259,1.20720313
15208,1.206456634
1023699,1.199046231
1444663,1.19578999
1283224,1.195745511
1283186,1.190680448
1541870,1.190129357
23014,1.187796404
1439930,1.185550943
41661,1.181672886
646382,1.178865983
1667572,1.177154459
1039403,1.176877495
1501880,1.175527732
1361767,1.174023835
1738491,1.173063876
1384722,1.173044926
1343509,1.171856247
1385229,1.17130843
1346661,1.170999597
6141,1.170831356
1250722,1.170021258
1735924,1.168738537
1445903,1.167032304
1633908,1.163955639
5699,1.160227101
25699,1.158446524
1490701,1.158235702
1736038,1.157101637
1007695,1.154979165
1387156,1.152454153
1348414,1.152020673
23606,1.151734152
1562325,1.151558529
1280789,1.146475649
646210,1.146115107
1509181,1.144797393
1745659,1.143116458
1735719,1.141943246
1037781,1.140218797
648576,1.139857719
15054,1.139525499
1365237,1.138891193
1482995,1.136407854
1440272,1.134913252
1501882,1.134701012
1357584,1.133506281
1385331,1.133031296
1446098,1.130861186
682712,1.130315327
1445984,1.12973256
647018,1.129507486
1370912,1.129360963
1445799,1.12931409
1748452,1.128037109
1556714,1.126842041
1473305,1.12186073
1747742,1.120110285
1482117,1.118523856
1280612,1.118140642
1233655,1.116739258
1369974,1.114579727
1346241,1.112846198
1348626,1.107242943
1385447,1.106611998
1493176,1.096641673
1517862,1.095330444
1024992,1.094848312
1389386,1.092911536
1202427,1.091676103
1546000,1.089992621
1546037,1.089636784
1366428,1.087770077
1385436,1.084670449
10010,1.084148855
1413539,1.081804823
23958,1.081448109
1280658,1.081444212
1110164,1.081229487
30581,1.081142898
1348857,1.079694746
4828,1.079413077
1546158,1.07637618
1548336,1.075781246
1493105,1.075314164
1369521,1.074736816
1283203,1.073754928
1283388,1.073633203
1448467,1.072640105
1447000,1.071490382
1383837,1.069558735
1548606,1.06772175
1387970,1.065122572
1382774,1.062731994
11998,1.062184385
1493170,1.06186559
1368097,1.061564324
11414,1.061493158
1751210,1.060035148
1039475,1.05916863
26041,1.05861166
1376081,1.058482042
1038782,1.057260583
1546339,1.054387259
1617714,1.05207361
21552,1.050972514
1362439,1.050775826
1209459,1.047421342
1708239,1.043451433
1372469,1.041792707
1707313,1.041498559
1546132,1.037421983
1386759,1.037288341
1036599,1.037045553
1283314,1.036919768
1283297,1.036661669
1362615,1.036430163
22016,1.035941923
1720385,1.033881922
13306,1.033875257
30316,1.032750874
11368,1.028644564
1024994,1.028281613
1546029,1.026164886
20905,1.025854014
1556716,1.025498979
1743098,1.024665907
1026993,1.02405949
1546131,1.0238591
28071,1.023579456
1348736,1.023455109
1448229,1.022930403
2761,1.021089348
1370427,1.020134483
1740261,1.017297708
1372629,1.015793792
1548607,1.015128186
1617399,1.013645118
1546047,1.012962866
1712143,1.010737507
1551197,1.009856596
1482626,1.008595391
1667204,1.00836191
1667984,1.008179026
14572,1.007625089
9964,1.007518463
23366,1.005707119
14519,1.005487502
1548539,1.004923235
1555723,1.004199599
1743096,1.003209021
1541432,1.001827376
1345607,1.001329675
12834,0.999963309
1447626,0.999948005
1741429,0.99908812
1357607,0.998789978
1387348,0.998285747
1049845,0.997782862
1405888,0.995853807
1023409,0.99143016
1347258,0.990450969
1362038,0.988246758
1002106,0.987763138
1366523,0.986204696
4778,0.985664865
1050548,0.98532939
1101462,0.98194661
1387999,0.980902505
1552317,0.980319836
1440847,0.979946817
1715437,0.979556522
1731365,0.978888181
1478467,0.978570614
1740071,0.977822941
1732883,0.977789159
1374343,0.977781105
1376818,0.977343047
1546361,0.976822136
25525,0.976063212
1054624,0.974439364
1446764,0.971063153
1371229,0.969520679
1745624,0.968637132
1478504,0.967480555
1545748,0.965933886
1541741,0.961812979
1541988,0.961558139
1364380,0.960798434
1037208,0.957669266
2760,0.954247614
1482613,0.95227393
21174,0.946978683
1508970,0.946572547
1364530,0.945977995
1049981,0.945500617
1477550,0.942894366
1343327,0.941074339
10011,0.940953888
1382508,0.940877501
1385028,0.94086382
1371501,0.93988363
1346530,0.935636073
2629,0.934014374
1446309,0.932373323
1370575,0.929118391
1283373,0.928565815
1283329,0.928509634
1385939,0.927217428
1371137,0.926964055
646438,0.926524598
1396017,0.926309564
24307,0.925012851
1738740,0.923802802
1283315,0.922929462
1345060,0.921269744
1751271,0.920267144
1345162,0.91696289
22045,0.916254999
1731450,0.912927641
1542031,0.912920746
1039431,0.912783399
1446768,0.912372635
1541794,0.911489001
1741827,0.911327387
1541636,0.908012064
1732913,0.907312283
1482317,0.903342638
1404124,0.903215835
1282926,0.901822554
1378294,0.901415284
1548608,0.901261745
1476223,0.900597381
1368284,0.89964609
1386323,0.899301976
1393808,0.897658729
1367053,0.89650769
1445577,0.893942238
1482611,0.893257621
1445405,0.891241524
1441537,0.889287273
1374739,0.88775256
1554403,0.887155998
1516783,0.886797822
1371115,0.886416549
1465896,0.886394628
1445797,0.88426142
1720803,0.884007122
1385158,0.883521199
11086,0.881843581
1611523,0.881361668
1478524,0.881155494
1047468,0.880073518
8047,0.879696883
1283182,0.878891773
1283273,0.878862518
1555005,0.87854619
27993,0.877173071
24824,0.875504667
1343111,0.8752716
1442213,0.875109878
1387856,0.869331633
1556349,0.867876234
1349292,0.866897535
1344135,0.866687517
1541429,0.866578639
1517155,0.86570107
24396,0.865311611
1397815,0.864586418
1017675,0.862029835
1470396,0.861266916
1541818,0.860536821
646439,0.860381265
1481321,0.859604936
1441551,0.859147857
1365567,0.859054575
1731405,0.85748842
11155,0.857013812
1344731,0.856511011
1753915,0.855925546
1375272,0.854511856
1439402,0.854507407
1371861,0.854125487
1482799,0.85368929
1732445,0.852488191
1548328,0.851669222
1647622,0.851404044
1038641,0.847429682
1611526,0.842646711
1288987,0.841647753
1372798,0.839013818
1725992,0.838812206
1562305,0.838795335
26547,0.838469642
1295798,0.838115105
1346883,0.837699421
1345735,0.83758238
1276563,0.836015843
1441547,0.834910625
1611522,0.831525976
46153,0.830913411
1439736,0.830405157
1232382,0.83039324
7278,0.829653801
1353034,0.829462864
1055081,0.826712078
1740721,0.825318187
1368885,0.82530033
1481756,0.823232586
1352923,0.822231153
1287225,0.821462253
1541643,0.819902642
1357736,0.818867457
1541809,0.817227575
1541569,0.813548611
3414,0.810918853
5700,0.809820987
1732250,0.809242109
1667179,0.806421483
1517159,0.80496126
1369975,0.804003352
12897,0.803297659
1720362,0.801890033
1445568,0.800219426
11521,0.799998706
1548605,0.79951481
1443471,0.79802807
1612734,0.796477073
1482773,0.795839516
1517102,0.795408713
1612724,0.792407207
1202421,0.792261961
1611619,0.7917051
24434,0.79094058
1666610,0.790926136
1277629,0.78716378
1667208,0.785793335
1611761,0.783359287
1541711,0.783030162
1541360,0.782944881
1736639,0.782796545
1443766,0.780481188
1387971,0.780196175
1541583,0.7771442
1541757,0.775609728
1243662,0.774673577
1287113,0.771135762
1373711,0.770643674
5690,0.768053432
12257,0.766822513
1613029,0.765786286
1388642,0.765544331
12790,0.762269091
1570949,0.761043456
1570885,0.760554592
1370176,0.758938254
1284761,0.758002996
1442197,0.754657019
1473662,0.753312701
1481374,0.75237369
1374360,0.752364429
1554852,0.752118743
1349250,0.750921071
1376419,0.749851463
27054,0.748993589
1382397,0.748746427
1563155,0.74725793
1713514,0.745761502
1287228,0.74450389
1733666,0.744047009
1609337,0.743608251
1556361,0.741692673
1747870,0.740540925
1541722,0.738474998
1541621,0.738407999
1373719,0.736128394
1479097,0.734670743
11419,0.734512936
26548,0.734116875
1609276,0.733792535
1548534,0.733225683
1612957,0.731857473
1018404,0.731095589
1405919,0.730951447
1731231,0.72994317
1553739,0.727716861
1758766,0.727109178
1735761,0.726515548
1612900,0.725723509
1666383,0.724918403
1541341,0.723553874
1545013,0.723464063
1710727,0.723290392
1541416,0.722285939
1541804,0.721121262
1713519,0.720344208
1454891,0.71984402
26331,0.718920366
1666603,0.718758744
1736646,0.716839846
1548239,0.716465486
1610798,0.716282867
1053793,0.714049344
1037964,0.713619038
1708237,0.712428576
1517128,0.71154739
24066,0.710359999
6517,0.70894009
1757985,0.707410716
646288,0.70733485
1587983,0.705200706
1455549,0.705098772
26330,0.704299108
1554884,0.70370402
1541606,0.703042876
1427512,0.701934154
1570947,0.699509325
1609126,0.698390095
1647201,0.696509939
1367851,0.695698915
1410356,0.695589267
1345985,0.695194798
1283266,0.693226551
1548462,0.69156862
1609208,0.69064765
1554344,0.688964151
1283054,0.687060907
1555008,0.6849418
1287136,0.683989997
14201,0.683933627
1733355,0.683745216
1441514,0.682267365
1615291,0.679756434
1283249,0.679631757
1283362,0.679515625
643222,0.679249836
1609124,0.679063051
1570937,0.678524696
1556351,0.674411259
14935,0.674375698
22541,0.671516563
1554885,0.670907042
1283330,0.667980686
3742,0.667755254
1440863,0.667283514
1455862,0.666459694
14220,0.663964625
1554868,0.660722586
1408563,0.659626981
1753916,0.659509672
24068,0.657506779
2663,0.656779518
1587037,0.655237846
1710728,0.6548763
1731230,0.654162423
1571294,0.653944744
1553862,0.653482928
12268,0.652965542
1376095,0.652265269
5798,0.651503924
1570943,0.650643862
1243605,0.650572806
1283385,0.650470428
1243220,0.64784224
1561168,0.647668307
1546059,0.646966144
1556353,0.644705594
1723857,0.643237271
13114,0.643233467
1615312,0.642283427
1554739,0.63814132
1376086,0.63277742
1546062,0.632553803
1386112,0.631637366
1615347,0.630467379
1554411,0.628178528
1554905,0.627342141
1501738,0.627104386
1456391,0.625176503
1615295,0.625040447
1553737,0.623508675
1753098,0.620683442
1520051,0.620270808
1443769,0.619102516
1376631,0.616422518
1348740,0.612684496
1440897,0.61156092
1441519,0.611455821
1023413,0.611440278
1546060,0.611095218
646471,0.610334083
1473087,0.610308954
1438756,0.60967733
1365486,0.609503391
1709501,0.609150023
1368754,0.608323907
1615293,0.606072088
1544726,0.605594148
1570945,0.605554656
1556360,0.603232938
1553740,0.602769752
1384201,0.601295769
1753099,0.600792682
1456235,0.600641851
1479719,0.599430185
646353,0.596853615
1482824,0.595059159
7464,0.595025867
1049837,0.594524501
1359793,0.593922923
1276736,0.593243418
